name;moves;types;locations;hp;attack;defense
magikarp;['tackle', 'hydro-pump', 'splash', 'flail', 'bounce'];['water'];['canalave-city-area', 'eterna-city-area', 'pastoria-city-area', 'sunyshore-city-area', 'sinnoh-pokemon-league-area', 'valley-windworks-area', 'fuego-ironworks-area', 'mt-coronet-1f-route-207', 'mt-coronet-4f', 'mt-coronet-b1f', 'great-marsh-area-1', 'great-marsh-area-2', 'great-marsh-area-3', 'great-marsh-area-4', 'great-marsh-area-5', 'great-marsh-area-6', 'sinnoh-victory-road-b1f', 'sinnoh-victory-road-inside-b1f', 'ravaged-path-area', 'oreburgh-gate-b1f', 'sendoff-spring-area', 'iron-island-area', 'lake-verity-before-galactic-intervention', 'lake-verity-after-galactic-intervention', 'lake-valor-area', 'lake-acuity-area', 'sinnoh-route-203-area', 'sinnoh-route-204-south-towards-jubilife-city', 'sinnoh-route-204-north-towards-floaroma-town', 'sinnoh-route-205-south-towards-floaroma-town', 'sinnoh-route-205-east-towards-eterna-city', 'sinnoh-route-208-area', 'sinnoh-route-209-area', 'sinnoh-route-210-west-towards-celestic-town', 'sinnoh-route-212-north-towards-hearthome-city', 'sinnoh-route-212-east-towards-pastoria-city', 'sinnoh-route-213-area', 'sinnoh-route-214-area', 'sinnoh-route-218-area', 'sinnoh-route-219-area', 'sinnoh-route-221-area', 'sinnoh-route-222-area', 'sinnoh-route-224-area', 'sinnoh-route-225-area', 'sinnoh-route-227-area', 'sinnoh-route-228-area', 'sinnoh-route-229-area', 'twinleaf-town-area', 'celestic-town-area', 'resort-area-area', 'sinnoh-sea-route-220-area', 'sinnoh-sea-route-223-area', 'sinnoh-sea-route-226-area', 'sinnoh-sea-route-230-area', 'new-bark-town-area', 'cherrygrove-city-area', 'johto-route-30-area', 'johto-route-31-area', 'violet-city-area', 'johto-route-32-area', 'ruins-of-alph-outside', 'union-cave-1f', 'union-cave-b1f', 'union-cave-b2f', 'slowpoke-well-1f', 'slowpoke-well-b1f', 'ilex-forest-area', 'johto-route-34-area', 'johto-route-35-area', 'ecruteak-city-area', 'olivine-city-area', 'johto-sea-route-40-area', 'johto-sea-route-41-area', 'whirl-islands-1f', 'whirl-islands-b2f', 'whirl-islands-b3f', 'cianwood-city-area', 'johto-route-42-area', 'mt-mortar-1f', 'mt-mortar-upper-cave', 'mt-mortar-b1f', 'johto-route-43-area', 'lake-of-rage-area', 'johto-route-44-area', 'blackthorn-city-area', 'dragons-den-area', 'johto-route-45-area', 'dark-cave-violet-city-entrance', 'dark-cave-blackthorn-city-entrance', 'johto-route-47-area', 'mt-moon-mt-moon-square', 'unknown-all-poliwag-area', 'seafoam-islands-b3f', 'seafoam-islands-b4f', 'mt-silver-2f', 'mt-silver-1f-top', 'mt-silver-4f', 'johto-route-47-cave-gate', 'mt-silver-outside', 'mt-silver-1f', 'mt-silver-top', 'unknown-all-rattata-area', 'kanto-route-12-area', 'kanto-sea-route-19-area', 'kanto-sea-route-20-area', 'cinnabar-island-area', 'viridian-city-area', 'cerulean-city-area', 'vermilion-city-area', 'celadon-city-area', 'fuchsia-city-area', 'pallet-town-area', 'kanto-route-26-area', 'kanto-route-27-area', 'kanto-route-28-area', 'kanto-route-4-area', 'kanto-route-6-area', 'kanto-route-9-area', 'kanto-route-10-area', 'kanto-route-11-area', 'kanto-route-13-area', 'kanto-route-17-area', 'kanto-route-18-area', 'kanto-sea-route-21-area', 'kanto-route-22-area', 'kanto-route-24-area', 'kanto-route-25-area', 'tohjo-falls-area', 'cerulean-cave-1f', 'cerulean-cave-2f', 'cerulean-cave-b1f', 'kanto-route-23-area', 'kanto-safari-zone-middle', 'kanto-safari-zone-area-1-east', 'kanto-safari-zone-area-2-north', 'kanto-safari-zone-area-3-west', 'vermilion-city-ss-anne-dock', 'petalburg-city-area', 'slateport-city-area', 'lilycove-city-area', 'mossdeep-city-area', 'sootopolis-city-area', 'ever-grande-city-area', 'meteor-falls-area', 'meteor-falls-back', 'meteor-falls-b1f', 'meteor-falls-backsmall-room', 'seafloor-cavern-area', 'hoenn-victory-road-b2f', 'shoal-cave-area', 'abandoned-ship-area', 'hoenn-route-102-area', 'hoenn-route-103-area', 'hoenn-route-104-area', 'hoenn-route-105-area', 'hoenn-route-106-area', 'hoenn-route-107-area', 'hoenn-route-108-area', 'hoenn-route-109-area', 'hoenn-route-110-area', 'hoenn-route-111-area', 'hoenn-route-114-area', 'hoenn-route-115-area', 'hoenn-route-117-area', 'hoenn-route-118-area', 'hoenn-route-119-area', 'hoenn-route-120-area', 'hoenn-route-121-area', 'hoenn-route-122-area', 'hoenn-route-123-area', 'hoenn-route-124-area', 'hoenn-route-125-area', 'hoenn-route-126-area', 'hoenn-route-127-area', 'hoenn-route-128-area', 'hoenn-route-129-area', 'hoenn-route-130-area', 'hoenn-route-131-area', 'hoenn-route-132-area', 'hoenn-route-133-area', 'hoenn-route-134-area', 'hoenn-safari-zone-nwmach-bike-area', 'hoenn-safari-zone-sw', 'dewford-town-area', 'pacifidlog-town-area', 'hoenn-safari-zone-expansion-south', 'ss-anne-area', 'berry-forest-area', 'icefall-cave-entrance', 'icefall-cave-waterfall', 'kindle-road-area', 'treasure-beach-area', 'cape-brink-area', 'bond-bridge-area', 'resort-gorgeous-area', 'water-labyrinth-area', 'five-isle-meadow-area', 'memorial-pillar-area', 'outcast-island-area', 'green-path-area', 'water-path-area', 'ruin-valley-area', 'trainer-tower-area', 'tanoby-ruins-area', 'one-island-area', 'four-island-area', 'five-island-area', 'marvelous-bridge-area', 'nature-sanctuary-area', 'kalos-route-3-area', 'kalos-route-22-area', 'parfum-palace-area', 'kanto-route-4-pokemon-center', 'johto-safari-zone-zone-meadow', 'johto-safari-zone-zone-swamp', 'johto-safari-zone-zone-marshland', 'johto-safari-zone-zone-rocky-beach', 'johto-safari-zone-zone-wetland', 'kanto-route-3-pokemon-center'];20;10;55
gyarados;['bind', 'headbutt', 'tackle', 'body-slam', 'take-down', 'thrash', 'double-edge', 'leer', 'bite', 'roar', 'flamethrower', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'strength', 'dragon-rage', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'toxic', 'rage', 'mimic', 'double-team', 'reflect', 'bide', 'fire-blast', 'waterfall', 'skull-bash', 'splash', 'rest', 'substitute', 'snore', 'curse', 'flail', 'spite', 'protect', 'scary-face', 'zap-cannon', 'icy-wind', 'outrage', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dragon-breath', 'iron-tail', 'hidden-power', 'twister', 'rain-dance', 'crunch', 'rock-smash', 'whirlpool', 'uproar', 'hail', 'torment', 'facade', 'taunt', 'secret-power', 'dive', 'muddy-water', 'bounce', 'dragon-dance', 'water-pulse', 'brine', 'natural-gift', 'payback', 'dark-pulse', 'aqua-tail', 'dragon-pulse', 'giga-impact', 'avalanche', 'ice-fang', 'power-whip', 'iron-head', 'stone-edge', 'captivate', 'round', 'scald', 'incinerate', 'bulldoze', 'dragon-tail', 'hurricane', 'confide', 'brutal-swing', 'scale-shot', 'lash-out'];['water', 'flying'];['canalave-city-area', 'eterna-city-area', 'pastoria-city-area', 'sunyshore-city-area', 'sinnoh-pokemon-league-area', 'valley-windworks-area', 'fuego-ironworks-area', 'mt-coronet-1f-route-207', 'mt-coronet-4f', 'mt-coronet-b1f', 'great-marsh-area-1', 'great-marsh-area-2', 'great-marsh-area-3', 'great-marsh-area-4', 'great-marsh-area-5', 'great-marsh-area-6', 'sinnoh-victory-road-b1f', 'sinnoh-victory-road-inside-b1f', 'ravaged-path-area', 'oreburgh-gate-b1f', 'sendoff-spring-area', 'iron-island-area', 'lake-verity-before-galactic-intervention', 'lake-verity-after-galactic-intervention', 'lake-valor-area', 'lake-acuity-area', 'sinnoh-route-203-area', 'sinnoh-route-204-south-towards-jubilife-city', 'sinnoh-route-204-north-towards-floaroma-town', 'sinnoh-route-205-south-towards-floaroma-town', 'sinnoh-route-205-east-towards-eterna-city', 'sinnoh-route-208-area', 'sinnoh-route-209-area', 'sinnoh-route-210-west-towards-celestic-town', 'sinnoh-route-212-north-towards-hearthome-city', 'sinnoh-route-212-east-towards-pastoria-city', 'sinnoh-route-213-area', 'sinnoh-route-214-area', 'sinnoh-route-218-area', 'sinnoh-route-219-area', 'sinnoh-route-221-area', 'sinnoh-route-222-area', 'sinnoh-route-224-area', 'sinnoh-route-225-area', 'sinnoh-route-227-area', 'sinnoh-route-228-area', 'sinnoh-route-229-area', 'twinleaf-town-area', 'celestic-town-area', 'resort-area-area', 'sinnoh-sea-route-220-area', 'sinnoh-sea-route-223-area', 'sinnoh-sea-route-226-area', 'sinnoh-sea-route-230-area', 'lake-of-rage-area', 'seafoam-islands-b3f', 'seafoam-islands-b4f', 'mt-silver-1f', 'kanto-route-12-area', 'kanto-sea-route-19-area', 'kanto-sea-route-20-area', 'cinnabar-island-area', 'viridian-city-area', 'cerulean-city-area', 'vermilion-city-area', 'fuchsia-city-area', 'pallet-town-area', 'kanto-route-4-area', 'kanto-route-6-area', 'kanto-route-10-area', 'kanto-route-11-area', 'kanto-route-13-area', 'kanto-sea-route-21-area', 'kanto-route-22-area', 'kanto-route-24-area', 'kanto-route-25-area', 'cerulean-cave-1f', 'cerulean-cave-2f', 'cerulean-cave-b1f', 'kanto-route-23-area', 'sootopolis-city-area', 'ss-anne-area', 'berry-forest-area', 'icefall-cave-entrance', 'icefall-cave-waterfall', 'kindle-road-area', 'treasure-beach-area', 'cape-brink-area', 'bond-bridge-area', 'resort-gorgeous-area', 'water-labyrinth-area', 'five-isle-meadow-area', 'memorial-pillar-area', 'outcast-island-area', 'green-path-area', 'water-path-area', 'ruin-valley-area', 'trainer-tower-area', 'tanoby-ruins-area', 'one-island-area', 'four-island-area', 'five-island-area', 'nature-sanctuary-area', 'kalos-route-3-area', 'kalos-route-22-area', 'parfum-palace-area', 'johto-safari-zone-zone-marshland'];95;125;79
lapras;['headbutt', 'horn-drill', 'body-slam', 'take-down', 'double-edge', 'growl', 'roar', 'sing', 'mist', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'aurora-beam', 'hyper-beam', 'strength', 'solar-beam', 'dragon-rage', 'thunderbolt', 'thunder', 'fissure', 'toxic', 'psychic', 'rage', 'mimic', 'double-team', 'confuse-ray', 'reflect', 'bide', 'waterfall', 'skull-bash', 'dream-eater', 'psywave', 'rest', 'substitute', 'nightmare', 'snore', 'curse', 'protect', 'zap-cannon', 'foresight', 'perish-song', 'icy-wind', 'outrage', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'megahorn', 'dragon-breath', 'iron-tail', 'hidden-power', 'rain-dance', 'ancient-power', 'future-sight', 'rock-smash', 'whirlpool', 'hail', 'facade', 'helping-hand', 'refresh', 'secret-power', 'dive', 'hyper-voice', 'weather-ball', 'tickle', 'signal-beam', 'sheer-cold', 'block', 'dragon-dance', 'shock-wave', 'water-pulse', 'brine', 'natural-gift', 'aqua-tail', 'dragon-pulse', 'giga-impact', 'avalanche', 'ice-shard', 'zen-headbutt', 'iron-head', 'captivate', 'round', 'echoed-voice', 'bulldoze', 'frost-breath', 'drill-run', 'freeze-dry', 'confide', 'sparkling-aria', 'smart-strike', 'liquidation', 'body-press', 'life-dew'];['water', 'ice'];['sinnoh-victory-road-inside-b1f', 'union-cave-b2f', 'icefall-cave-waterfall', 'village-bridge-area', 'kalos-route-12-area', 'azure-bay-area', 'saffron-city-silph-co-7f', 'johto-safari-zone-zone-rocky-beach'];130;85;80
ditto;['transform'];['normal'];['sinnoh-route-218-area', 'johto-route-34-area', 'johto-route-35-area', 'johto-route-47-area', 'kanto-route-13-area', 'kanto-route-14-area', 'kanto-route-15-area', 'cerulean-cave-1f', 'cerulean-cave-2f', 'cerulean-cave-b1f', 'kanto-route-23-area', 'pokemon-mansion-b1f', 'desert-underpass-area', 'giant-chasm-forest', 'giant-chasm-forest-cave', 'pokemon-village-area', 'johto-safari-zone-zone-wetland'];48;48;48
eevee;['pay-day', 'double-kick', 'sand-attack', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'bite', 'growl', 'dig', 'toxic', 'quick-attack', 'rage', 'mimic', 'double-team', 'reflect', 'focus-energy', 'bide', 'swift', 'skull-bash', 'rest', 'substitute', 'snore', 'curse', 'flail', 'protect', 'mud-slap', 'detect', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'baton-pass', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'facade', 'helping-hand', 'wish', 'yawn', 'refresh', 'secret-power', 'hyper-voice', 'weather-ball', 'fake-tears', 'tickle', 'covet', 'natural-gift', 'trump-card', 'copycat', 'last-resort', 'captivate', 'synchronoise', 'round', 'echoed-voice', 'stored-power', 'retaliate', 'work-up', 'confide', 'baby-doll-eyes', 'laser-focus'];['normal'];['castelia-city-area', 'kalos-route-10-area', 'celadon-city-celadon-mansion', 'goldenrod-city-bills-house', 'hearthome-city-area'];55;55;50
vaporeon;['pay-day', 'double-kick', 'sand-attack', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'bite', 'growl', 'roar', 'mist', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'aurora-beam', 'hyper-beam', 'strength', 'dig', 'toxic', 'quick-attack', 'rage', 'mimic', 'double-team', 'haze', 'reflect', 'focus-energy', 'bide', 'waterfall', 'swift', 'skull-bash', 'acid-armor', 'rest', 'substitute', 'snore', 'curse', 'protect', 'mud-slap', 'icy-wind', 'detect', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'baton-pass', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'rock-smash', 'whirlpool', 'hail', 'facade', 'helping-hand', 'yawn', 'secret-power', 'dive', 'hyper-voice', 'weather-ball', 'fake-tears', 'signal-beam', 'muddy-water', 'covet', 'water-pulse', 'brine', 'natural-gift', 'copycat', 'last-resort', 'aqua-ring', 'aqua-tail', 'giga-impact', 'captivate', 'round', 'echoed-voice', 'stored-power', 'scald', 'retaliate', 'work-up', 'confide', 'baby-doll-eyes', 'laser-focus', 'liquidation', 'flip-turn'];['water'];[];130;65;60
jolteon;['pay-day', 'double-kick', 'sand-attack', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'pin-missile', 'bite', 'growl', 'roar', 'hyper-beam', 'strength', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'light-screen', 'reflect', 'focus-energy', 'bide', 'swift', 'skull-bash', 'flash', 'rest', 'substitute', 'snore', 'curse', 'protect', 'mud-slap', 'zap-cannon', 'detect', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'baton-pass', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'rock-smash', 'facade', 'helping-hand', 'yawn', 'secret-power', 'hyper-voice', 'weather-ball', 'fake-tears', 'signal-beam', 'covet', 'shock-wave', 'natural-gift', 'copycat', 'last-resort', 'magnet-rise', 'giga-impact', 'thunder-fang', 'discharge', 'captivate', 'charge-beam', 'electro-ball', 'round', 'echoed-voice', 'stored-power', 'retaliate', 'volt-switch', 'work-up', 'wild-charge', 'confide', 'baby-doll-eyes', 'laser-focus', 'rising-voltage'];['electric'];[];65;65;60
flareon;['pay-day', 'double-kick', 'sand-attack', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'leer', 'bite', 'growl', 'roar', 'ember', 'flamethrower', 'hyper-beam', 'strength', 'fire-spin', 'dig', 'toxic', 'quick-attack', 'rage', 'mimic', 'double-team', 'reflect', 'focus-energy', 'bide', 'smog', 'fire-blast', 'swift', 'skull-bash', 'rest', 'substitute', 'snore', 'curse', 'protect', 'scary-face', 'mud-slap', 'zap-cannon', 'detect', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'baton-pass', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'rock-smash', 'heat-wave', 'will-o-wisp', 'facade', 'helping-hand', 'superpower', 'yawn', 'secret-power', 'hyper-voice', 'weather-ball', 'fake-tears', 'overheat', 'covet', 'natural-gift', 'copycat', 'last-resort', 'flare-blitz', 'giga-impact', 'fire-fang', 'lava-plume', 'captivate', 'flame-charge', 'round', 'echoed-voice', 'stored-power', 'incinerate', 'retaliate', 'work-up', 'confide', 'mystical-fire', 'baby-doll-eyes', 'laser-focus', 'burning-jealousy', 'scorching-sands'];['fire'];[];65;130;60
porygon;['headbutt', 'tackle', 'take-down', 'double-edge', 'ice-beam', 'blizzard', 'psybeam', 'hyper-beam', 'solar-beam', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'psychic', 'agility', 'rage', 'teleport', 'mimic', 'double-team', 'recover', 'barrier', 'reflect', 'bide', 'swift', 'skull-bash', 'dream-eater', 'flash', 'psywave', 'rest', 'sharpen', 'conversion', 'tri-attack', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'conversion-2', 'protect', 'zap-cannon', 'icy-wind', 'lock-on', 'endure', 'swagger', 'sleep-talk', 'return', 'frustration', 'pain-split', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'facade', 'trick', 'magic-coat', 'recycle', 'secret-power', 'signal-beam', 'aerial-ace', 'shock-wave', 'gravity', 'natural-gift', 'power-swap', 'guard-swap', 'last-resort', 'magnet-rise', 'giga-impact', 'zen-headbutt', 'trick-room', 'discharge', 'charge-beam', 'wonder-room', 'psyshock', 'telekinesis', 'foul-play', 'round', 'ally-switch', 'electroweb', 'confide', 'eerie-impulse', 'speed-swap'];['normal'];['veilstone-city-area'];65;60;70
omanyte;['bind', 'slam', 'sand-attack', 'headbutt', 'horn-attack', 'body-slam', 'take-down', 'double-edge', 'leer', 'bite', 'supersonic', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'aurora-beam', 'rock-throw', 'toxic', 'rage', 'mimic', 'double-team', 'withdraw', 'haze', 'reflect', 'bide', 'waterfall', 'spike-cannon', 'constrict', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'protect', 'spikes', 'icy-wind', 'sandstorm', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'ancient-power', 'rock-smash', 'whirlpool', 'hail', 'facade', 'knock-off', 'secret-power', 'dive', 'rock-tomb', 'tickle', 'muddy-water', 'iron-defense', 'mud-shot', 'rock-blast', 'water-pulse', 'gyro-ball', 'brine', 'natural-gift', 'wring-out', 'toxic-spikes', 'rock-polish', 'earth-power', 'captivate', 'stealth-rock', 'smack-down', 'round', 'scald', 'shell-smash', 'reflect-type', 'confide', 'meteor-beam'];['rock', 'water'];['cinnabar-island-cinnabar-lab'];35;40;100
omastar;['bind', 'sand-attack', 'headbutt', 'horn-attack', 'horn-drill', 'body-slam', 'take-down', 'double-edge', 'pin-missile', 'leer', 'bite', 'supersonic', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'submission', 'seismic-toss', 'rock-throw', 'toxic', 'rage', 'mimic', 'double-team', 'withdraw', 'reflect', 'bide', 'waterfall', 'skull-bash', 'spike-cannon', 'constrict', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'protect', 'spikes', 'icy-wind', 'sandstorm', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'crunch', 'ancient-power', 'rock-smash', 'whirlpool', 'hail', 'facade', 'knock-off', 'secret-power', 'dive', 'rock-tomb', 'tickle', 'muddy-water', 'iron-defense', 'mud-shot', 'rock-blast', 'water-pulse', 'gyro-ball', 'brine', 'natural-gift', 'toxic-spikes', 'rock-polish', 'earth-power', 'giga-impact', 'rock-climb', 'stone-edge', 'captivate', 'stealth-rock', 'smack-down', 'round', 'scald', 'shell-smash', 'confide', 'liquidation', 'meteor-beam'];['rock', 'water'];[];70;60;125
kabuto;['scratch', 'sand-attack', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'leer', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'aurora-beam', 'absorb', 'mega-drain', 'rock-throw', 'dig', 'toxic', 'rage', 'mimic', 'screech', 'double-team', 'harden', 'confuse-ray', 'reflect', 'bide', 'waterfall', 'leech-life', 'rest', 'rock-slide', 'slash', 'substitute', 'thief', 'snore', 'curse', 'flail', 'protect', 'mud-slap', 'foresight', 'icy-wind', 'sandstorm', 'giga-drain', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'rapid-spin', 'hidden-power', 'rain-dance', 'ancient-power', 'rock-smash', 'whirlpool', 'hail', 'facade', 'knock-off', 'secret-power', 'rock-tomb', 'metal-sound', 'aerial-ace', 'iron-defense', 'mud-shot', 'rock-blast', 'water-pulse', 'brine', 'natural-gift', 'wring-out', 'rock-polish', 'earth-power', 'stone-edge', 'captivate', 'stealth-rock', 'aqua-jet', 'hone-claws', 'smack-down', 'round', 'scald', 'confide', 'liquidation', 'meteor-beam'];['rock', 'water'];['cinnabar-island-cinnabar-lab'];30;80;90
kabutops;['scratch', 'razor-wind', 'swords-dance', 'cut', 'mega-kick', 'sand-attack', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'leer', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'submission', 'low-kick', 'seismic-toss', 'absorb', 'mega-drain', 'rock-throw', 'dig', 'toxic', 'rage', 'mimic', 'screech', 'double-team', 'harden', 'confuse-ray', 'reflect', 'bide', 'waterfall', 'skull-bash', 'leech-life', 'rest', 'rock-slide', 'slash', 'substitute', 'thief', 'snore', 'curse', 'protect', 'mud-slap', 'icy-wind', 'sandstorm', 'giga-drain', 'endure', 'rollout', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'ancient-power', 'rock-smash', 'whirlpool', 'hail', 'facade', 'nature-power', 'superpower', 'brick-break', 'knock-off', 'secret-power', 'dive', 'rock-tomb', 'metal-sound', 'aerial-ace', 'iron-defense', 'mud-shot', 'rock-blast', 'water-pulse', 'brine', 'natural-gift', 'feint', 'wring-out', 'rock-polish', 'night-slash', 'aqua-tail', 'x-scissor', 'earth-power', 'giga-impact', 'psycho-cut', 'rock-climb', 'cross-poison', 'stone-edge', 'captivate', 'stealth-rock', 'aqua-jet', 'hone-claws', 'smack-down', 'round', 'scald', 'razor-shell', 'confide', 'liquidation', 'meteor-beam', 'flip-turn'];['rock', 'water'];[];60;115;105
aerodactyl;['razor-wind', 'wing-attack', 'whirlwind', 'fly', 'headbutt', 'take-down', 'double-edge', 'bite', 'roar', 'supersonic', 'flamethrower', 'hyper-beam', 'strength', 'dragon-rage', 'rock-throw', 'earthquake', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'reflect', 'bide', 'fire-blast', 'swift', 'sky-attack', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'protect', 'scary-face', 'foresight', 'detect', 'sandstorm', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'dragon-breath', 'pursuit', 'iron-tail', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'crunch', 'ancient-power', 'rock-smash', 'heat-wave', 'torment', 'facade', 'taunt', 'secret-power', 'air-cutter', 'rock-tomb', 'aerial-ace', 'dragon-claw', 'dragon-dance', 'rock-blast', 'roost', 'natural-gift', 'tailwind', 'payback', 'assurance', 'rock-polish', 'aqua-tail', 'dragon-pulse', 'earth-power', 'giga-impact', 'thunder-fang', 'ice-fang', 'fire-fang', 'defog', 'iron-head', 'stone-edge', 'captivate', 'stealth-rock', 'ominous-wind', 'hone-claws', 'wide-guard', 'smack-down', 'round', 'sky-drop', 'incinerate', 'bulldoze', 'hurricane', 'confide', 'laser-focus', 'brutal-swing', 'psychic-fangs', 'meteor-beam', 'dual-wingbeat'];['rock', 'flying'];['cinnabar-island-cinnabar-lab'];80;105;65
